id,interior_design_concept,location_zip_code,startup_budget,business_profit_rate,average_review_ratings
3655,industrial,95106,45198.36,61.24,3.24
3656,vintage,95110,67100.2,21.05,4.56
3657,romantic,95104,39903.57,77.76,0.92
3658,art gallery,95124,39097.03,77.98,2.81
3659,romantic,95104,47004.54,64.33,2.05
3660,romantic,95140,68068.21,62.92,4.99
3661,art gallery,95120,48473.14,77.52,2.06
3662,art gallery,95128,75168.93,91.92,3.74
3663,art gallery,95135,36383.04,36.0,0.46
3664,romantic,95110,50933.93,57.66,0.29
3665,minimalist,95123,38306.2,53.86,2.97
3666,vintage,95105,59599.98,61.7,4.27
3667,vintage,95122,73062.27,47.95,2.31
3668,modern,95131,50931.97,61.35,4.36
3669,minimalist,95106,40656.59,84.63,3.87
3670,art gallery,95119,55074.97,50.58,1.37
3671,minimalist,95148,41078.55,5.54,0.63
3672,minimalist,95126,50997.61,59.47,3.51
3673,industrial,95106,38801.68,17.85,4.09
3674,minimalist,95103,35064.5,47.87,3.47
3675,vintage,95133,53284.46,55.15,0.71
3676,industrial,95138,30413.32,98.46,0.65
3677,minimalist,95105,78219.8,52.18,0.46
3678,minimalist,95122,33783.03,14.96,5.0
3679,vintage,95119,63002.05,79.64,2.27
3680,vintage,95135,38306.55,29.3,3.88
3681,industrial,95124,34625.02,38.91,0.4
3682,romantic,95118,65333.6,98.76,2.24
3683,vintage,95104,35371.11,12.69,3.2
3684,industrial,95101,59887.69,43.14,1.74
3685,vintage,95104,50081.47,99.75,2.92
3686,modern,95125,35190.0,31.38,0.97
3687,romantic,95129,59549.42,93.97,4.19
3688,art gallery,95139,52874.14,71.4,2.69
3689,romantic,95134,60300.72,26.12,1.28
3690,romantic,95135,55080.15,60.91,3.77
3691,modern,95120,47365.64,94.65,2.67
3692,minimalist,95121,51897.13,78.73,0.16
3693,vintage,95107,35239.55,35.78,2.34
3694,vintage,95136,46384.31,31.23,4.2
3695,vintage,95119,66050.36,31.57,0.62
3696,romantic,95106,72759.04,96.23,1.58
3697,art gallery,95110,36736.6,89.89,2.69
3698,industrial,95133,69452.17,97.37,0.03
3699,vintage,95134,31124.97,32.22,4.59
3700,industrial,95108,68377.95,6.33,3.23
3701,vintage,95116,71468.21,60.47,2.01
3702,romantic,95140,52613.3,56.3,0.2
3703,minimalist,95121,66706.2,9.37,2.61
3704,minimalist,95128,68441.38,35.67,4.7
3705,industrial,95136,51526.68,98.43,3.13
3706,modern,95110,76936.37,30.08,4.02
3707,vintage,95102,73623.34,17.59,0.78
3708,art gallery,95126,69728.57,43.83,0.32
3709,modern,95103,35429.22,16.47,1.21
3710,modern,95108,79188.31,19.97,1.87
3711,art gallery,95124,74490.53,53.51,4.1
3712,art gallery,95139,52252.46,59.93,1.75
3713,romantic,95132,58397.48,39.41,1.93
3714,vintage,95122,73089.93,56.28,2.2
3715,vintage,95111,77615.28,87.43,3.04
3716,minimalist,95117,31316.96,2.12,2.31
3717,vintage,95133,33530.32,32.15,0.07
3718,minimalist,95108,30056.59,15.88,2.38
3719,romantic,95138,53950.17,53.63,3.96
3720,modern,95112,42357.01,6.22,3.49
3721,vintage,95126,75109.71,73.96,1.71
3722,industrial,95116,47749.04,39.8,2.63
3723,modern,95134,65406.21,78.25,1.73
3724,art gallery,95107,56896.23,65.84,2.85
3725,romantic,95101,68848.95,71.66,0.49
3726,romantic,95138,58085.16,64.55,2.0
3727,romantic,95133,49507.2,72.14,2.02
3728,vintage,95113,34642.11,42.67,4.25
3729,modern,95131,74740.39,84.98,0.33
3730,minimalist,95125,61379.97,13.41,1.17
3731,art gallery,95123,66939.11,94.98,2.87
3732,modern,95103,68827.56,33.32,4.03
3733,minimalist,95120,50044.03,43.9,3.81
3734,romantic,95126,37055.48,73.57,1.57
3735,vintage,95107,67872.7,46.15,4.99
3736,romantic,95107,40922.51,98.78,2.86
3737,vintage,95148,61662.89,22.98,1.47
3738,art gallery,95133,44875.42,36.0,2.32
3739,romantic,95105,30064.36,61.75,2.1
3740,industrial,95127,75463.77,11.41,1.38
3741,art gallery,95136,75100.46,77.67,1.17
3742,art gallery,95109,45368.4,61.12,3.27
3743,modern,95128,39152.63,26.56,0.3
3744,modern,95131,45570.09,82.89,4.47
3745,vintage,95131,67216.81,99.14,3.63
3746,art gallery,95126,77190.89,81.77,4.19
3747,romantic,95121,79992.12,97.07,1.83
3748,art gallery,95138,46306.13,99.13,4.53
3749,art gallery,95139,75202.58,86.08,2.96
3750,industrial,95125,62609.47,99.33,3.61
3751,vintage,95133,32522.4,70.32,3.93
3752,romantic,95134,35589.27,72.94,4.18
3753,modern,95134,35421.57,37.0,2.5
3754,vintage,95111,48341.03,78.07,3.03
3755,art gallery,95134,66401.22,28.95,0.63
3756,industrial,95106,50963.05,62.96,0.45
3757,minimalist,95104,75279.15,47.4,1.17
3758,industrial,95106,41720.07,5.0,3.1
3759,industrial,95129,66596.09,51.83,2.3
3760,minimalist,95107,71278.9,42.98,1.46
3761,vintage,95138,45332.25,15.56,4.69
3762,minimalist,95103,31836.27,49.93,2.1
3763,modern,95136,50196.46,15.42,2.27
3764,art gallery,95118,69787.57,12.87,1.36
3765,industrial,95103,59309.32,77.85,2.64
3766,modern,95134,53553.02,30.46,0.73
3767,art gallery,95127,66251.81,57.76,3.3
3768,art gallery,95117,51814.76,6.0,1.87
3769,vintage,95127,43037.51,51.65,1.08
3770,minimalist,95106,78327.88,72.78,4.2
3771,romantic,95109,32373.14,47.3,4.8
3772,minimalist,95118,45670.54,82.49,4.93
3773,modern,95127,68032.03,39.1,3.54
3774,minimalist,95127,42164.95,81.74,3.1
3775,vintage,95131,74321.02,41.11,0.88
3776,vintage,95136,54475.36,56.08,0.46
3777,romantic,95104,59522.76,72.74,3.88
3778,industrial,95108,30895.75,14.5,0.72
3779,vintage,95120,38554.26,34.84,0.04
3780,minimalist,95116,52534.57,88.69,3.19
3781,romantic,95122,62039.78,5.72,0.4
3782,industrial,95133,49448.16,31.87,0.93
3783,modern,95140,55037.16,75.85,0.43
3784,modern,95122,50281.57,28.95,2.28
3785,romantic,95101,77027.79,20.94,3.83
3786,vintage,95138,38934.48,19.38,2.57
3787,modern,95134,55168.95,29.0,4.84
3788,romantic,95122,32156.27,43.6,4.97
3789,modern,95107,31383.05,59.0,3.1
3790,minimalist,95103,68280.82,19.39,4.54
3791,art gallery,95103,74044.87,69.5,2.72
3792,minimalist,95109,66528.41,57.93,4.78
3793,modern,95116,67953.56,22.89,1.82
3794,art gallery,95118,53179.98,54.42,2.44
3795,industrial,95112,63781.36,87.53,2.73
3796,minimalist,95118,48919.41,27.8,4.42
3797,modern,95139,33438.53,27.39,3.84
3798,modern,95140,76401.5,93.98,2.86
3799,vintage,95126,58259.5,48.93,0.87
3800,romantic,95121,48633.79,87.79,1.69
3801,modern,95104,58042.29,82.34,3.94
3802,modern,95122,39393.51,66.48,3.59
3803,art gallery,95106,47836.05,38.38,1.45
3804,romantic,95132,62671.19,69.09,4.55
3805,minimalist,95118,48796.12,21.47,3.93
3806,romantic,95123,73894.44,41.44,4.62
3807,art gallery,95122,46940.89,32.7,0.53
3808,art gallery,95113,40931.83,76.65,2.71
3809,minimalist,95111,49020.0,88.2,1.84
3810,art gallery,95106,61575.32,49.81,2.0
3811,minimalist,95135,65158.0,29.14,4.31
3812,industrial,95133,66362.99,36.05,4.65
3813,art gallery,95103,62490.14,31.39,0.67
3814,vintage,95134,73836.74,41.16,4.46
3815,industrial,95132,66258.2,8.63,3.49
3816,art gallery,95131,58905.07,87.31,3.98
3817,romantic,95134,79508.92,57.92,3.69
3818,vintage,95125,73334.34,28.47,4.79
3819,minimalist,95126,45352.49,30.76,1.53
3820,minimalist,95106,75465.88,19.09,2.74
3821,minimalist,95103,46238.41,86.88,1.25
3822,modern,95122,71104.81,60.82,1.48
3823,vintage,95132,65412.01,87.08,1.02
3824,art gallery,95125,59574.93,99.16,3.34
3825,modern,95131,34998.8,24.07,3.85
3826,romantic,95139,63033.84,29.27,0.69
3827,vintage,95140,43892.81,15.01,4.14
3828,art gallery,95128,36140.8,64.72,3.81
3829,romantic,95109,69544.37,72.97,3.44
3830,industrial,95135,63382.85,37.06,4.68
3831,romantic,95125,67473.89,92.46,0.26
3832,modern,95106,64179.12,61.74,1.39
3833,art gallery,95112,35622.16,88.92,1.91
3834,vintage,95106,37250.0,14.44,4.93
3835,minimalist,95109,76257.88,76.31,4.39
3836,modern,95138,59496.29,8.74,4.23
3837,industrial,95148,76479.58,72.25,4.44
3838,vintage,95136,39842.82,7.72,0.54
3839,minimalist,95129,31156.11,34.1,0.16
3840,romantic,95129,74618.72,69.34,0.51
3841,romantic,95126,73166.9,30.63,3.58
3842,modern,95132,38136.36,24.39,4.31
3843,romantic,95126,49072.72,3.57,0.9
3844,modern,95105,69380.33,22.54,0.88
3845,industrial,95126,44075.89,34.41,4.85
3846,romantic,95134,33248.53,62.26,1.85
3847,modern,95107,75819.14,24.45,4.44
3848,vintage,95106,68491.33,37.84,0.82
3849,minimalist,95132,79327.88,35.0,3.68
3850,art gallery,95148,74896.79,24.79,1.82
3851,romantic,95105,64374.05,61.99,3.61
3852,modern,95107,41266.19,8.76,0.87
3853,modern,95120,65572.12,45.87,2.02
3854,art gallery,95148,71933.04,8.39,0.22
3855,minimalist,95125,36242.87,67.47,0.23
3856,industrial,95131,33973.77,63.14,3.28
3857,industrial,95139,54956.13,65.23,4.57
3858,romantic,95136,61117.37,93.52,3.36
3859,romantic,95122,54400.34,54.02,2.26
3860,industrial,95135,44328.27,83.11,1.28
3861,art gallery,95131,51587.67,82.95,1.02
3862,industrial,95102,75259.97,76.1,1.06
3863,minimalist,95134,60725.77,50.39,4.75
3864,vintage,95103,58731.93,13.67,4.36
3865,industrial,95134,71429.92,34.15,3.1
3866,romantic,95121,40579.73,28.18,2.1
3867,minimalist,95117,40101.45,8.68,1.05
3868,minimalist,95148,58384.93,84.21,3.22
3869,minimalist,95105,39696.8,16.15,0.94
3870,vintage,95131,63458.11,36.51,0.4
3871,vintage,95120,35158.7,45.69,1.76
3872,industrial,95108,65542.51,40.97,3.4
3873,art gallery,95140,36955.86,61.3,2.71
3874,romantic,95118,40532.83,83.65,4.38
3875,art gallery,95113,52533.21,42.29,3.09
3876,industrial,95108,65188.68,97.63,3.0
3877,industrial,95107,34242.4,15.87,1.61
3878,industrial,95121,69997.16,86.98,2.14
3879,industrial,95101,49280.35,57.84,3.66
3880,vintage,95131,68888.85,85.7,4.57
3881,romantic,95128,75293.5,36.14,1.74
3882,art gallery,95133,55679.64,49.25,0.39
3883,minimalist,95127,44455.16,4.85,0.38
3884,minimalist,95104,65398.4,33.24,2.41
3885,modern,95123,71411.36,42.17,3.15
3886,art gallery,95111,49140.32,48.99,4.52
3887,industrial,95129,40638.53,46.39,2.17
3888,modern,95148,58470.81,3.58,0.37
3889,vintage,95101,60693.83,78.4,4.34
3890,minimalist,95131,68092.96,4.69,4.39
3891,romantic,95106,50722.64,77.57,4.19
3892,modern,95121,54119.06,63.65,1.51
3893,industrial,95126,57576.31,36.01,0.13
3894,art gallery,95109,47896.52,4.12,2.51
3895,modern,95139,35816.31,80.92,1.39
3896,art gallery,95104,42520.94,69.97,2.46
3897,art gallery,95106,71362.09,36.34,4.13
3898,vintage,95148,56546.59,42.57,2.36
3899,romantic,95128,47060.15,32.64,1.58
3900,minimalist,95104,30039.82,21.81,2.84
3901,art gallery,95124,52623.78,35.34,3.68
3902,industrial,95128,45934.09,5.36,1.01
3903,romantic,95133,36643.12,90.17,0.85
3904,art gallery,95117,39618.62,85.17,4.19
3905,vintage,95105,59954.74,71.55,0.45
3906,modern,95122,30631.9,62.65,0.8
3907,art gallery,95148,56164.32,90.05,4.19
3908,minimalist,95109,71192.3,87.5,4.18
3909,romantic,95127,59540.75,9.66,0.92
3910,romantic,95124,59510.43,42.61,4.59
3911,romantic,95109,55204.4,27.17,0.89
3912,industrial,95102,69860.21,37.02,4.2
3913,romantic,95123,78177.5,87.17,1.95
3914,romantic,95126,47641.71,23.61,4.66
3915,minimalist,95103,46230.78,49.04,2.33
3916,art gallery,95124,54305.29,0.26,3.44
3917,art gallery,95148,38841.26,85.27,2.58
3918,vintage,95138,58195.5,23.72,3.09
3919,modern,95103,44449.56,16.58,2.14
3920,minimalist,95133,42604.12,17.34,3.67
3921,romantic,95135,78799.65,60.07,3.34
3922,modern,95108,63297.5,53.86,0.37
3923,modern,95112,77666.58,47.94,2.8
3924,modern,95131,63409.87,16.79,1.69
3925,minimalist,95148,79190.7,61.9,0.29
3926,modern,95129,46680.98,70.1,3.83
3927,romantic,95120,64801.65,5.62,0.85
3928,vintage,95105,69617.54,2.12,4.19
3929,vintage,95109,36576.13,8.37,0.18
3930,art gallery,95109,35721.6,36.08,0.1
3931,vintage,95134,58676.75,38.18,4.82
3932,industrial,95131,42171.28,78.53,3.77
3933,art gallery,95128,38557.54,46.88,3.73
3934,vintage,95131,78972.28,31.84,0.26
3935,minimalist,95121,75892.73,62.52,1.5
3936,modern,95131,60690.68,92.88,1.61
3937,art gallery,95138,55035.62,0.47,3.27
3938,art gallery,95118,71845.18,6.15,3.24
3939,minimalist,95136,41595.78,26.93,4.07
3940,romantic,95129,55263.11,39.16,2.62
3941,industrial,95131,44075.95,52.19,0.1
3942,minimalist,95113,72725.9,11.4,0.71
3943,minimalist,95102,43479.13,44.3,0.07
3944,minimalist,95124,62974.69,40.55,4.95
3945,minimalist,95112,42611.74,39.16,3.87
3946,modern,95125,73049.72,86.44,4.72
3947,minimalist,95133,67654.77,84.83,0.66
3948,vintage,95136,48082.12,95.93,2.98
3949,romantic,95128,32804.92,47.06,0.61
3950,modern,95106,50361.24,31.43,3.7
3951,industrial,95117,41437.04,2.71,2.55
3952,industrial,95128,63000.32,0.18,4.16
3953,art gallery,95122,59773.44,56.73,4.53
3954,minimalist,95125,63474.0,80.1,4.29
3955,romantic,95118,51084.26,54.39,1.34
3956,vintage,95138,76147.37,93.14,4.03
3957,minimalist,95127,64103.33,99.62,2.51
3958,modern,95107,61182.89,56.62,3.51
3959,vintage,95123,56721.03,87.89,3.24
3960,vintage,95118,60864.0,22.4,2.45
3961,minimalist,95119,46078.21,3.38,4.1
3962,modern,95103,42686.23,5.32,2.84
3963,modern,95120,65234.48,38.48,3.1
3964,industrial,95118,47450.09,10.71,1.69
3965,vintage,95135,33390.89,44.9,0.76
3966,modern,95101,53895.09,87.53,4.99
3967,minimalist,95125,37171.58,66.6,2.53
3968,industrial,95124,52034.27,33.13,0.01
3969,romantic,95110,78819.17,30.52,1.88
3970,romantic,95123,71136.15,64.21,0.08
3971,vintage,95112,73861.41,7.89,0.31
3972,art gallery,95120,54520.53,21.09,4.18
3973,industrial,95106,34827.75,60.88,1.56
3974,romantic,95117,68113.05,11.51,3.01
3975,art gallery,95132,51968.14,0.22,3.0
3976,industrial,95101,75404.59,87.08,0.68
3977,romantic,95126,45279.31,71.11,1.13
3978,romantic,95126,33998.81,58.08,0.46
3979,modern,95101,41418.33,20.22,2.85
3980,romantic,95128,36733.97,34.02,0.31
3981,minimalist,95134,38944.12,92.18,3.92
3982,vintage,95117,36225.0,78.56,1.66
3983,modern,95129,72696.84,36.43,1.24
3984,vintage,95101,64827.94,79.73,1.63
3985,modern,95133,44694.92,47.16,3.01
3986,vintage,95102,68266.0,93.4,3.89
3987,minimalist,95102,64643.0,33.32,4.45
3988,minimalist,95103,75029.53,27.33,3.68
3989,romantic,95138,45021.43,86.39,0.46
3990,vintage,95112,54626.28,51.47,1.21
3991,art gallery,95102,58483.31,30.94,3.57
3992,art gallery,95136,67961.85,27.38,4.01
3993,vintage,95133,65205.89,70.07,1.34
3994,minimalist,95112,61739.51,95.44,3.35
3995,art gallery,95125,61306.28,5.48,2.24
3996,industrial,95117,51745.6,21.11,4.69
3997,vintage,95101,39911.01,99.07,2.25
3998,art gallery,95113,49596.08,53.87,1.63
3999,minimalist,95102,43435.02,57.71,1.72
4000,art gallery,95138,43136.63,25.8,4.36
